emergencyVehicleType,license_plate,vehicleSupportType,observationDateTime,longitude,latitude,serviceOnDuty
Ambulance,KA40S3812,BLS,2024-01-08T13:31:10+05:30,77.531789,13.034526,YES
Ambulance,KA04M6459,Patient Transport,2024-01-08T13:32:30+05:30,77.699657,12.970524,YES
Ambulance,KA05F1958,BLS,2024-01-08T13:32:35+05:30,77.609059,12.931289,NO
Ambulance,KA01X9341,BLS,2024-01-08T13:32:58+05:30,77.592947,13.043604,YES
Ambulance,KA51F5066,BLS,2024-01-08T13:38:34+05:30,77.668793,12.85288,YES
Ambulance,KA40T2179,ALS,2024-01-08T13:41:00+05:30,77.639992,12.983396,YES
Ambulance,KA51Y5446,ALS,2024-01-08T13:41:53+05:30,77.63532,12.987642,YES
Ambulance,KA51X5676,Patient Transport,2024-01-08T13:46:13+05:30,77.462451,12.962255,YES
Ambulance,KA03D9708,BLS,2024-01-08T13:46:52+05:30,77.699607,12.954127,NO
Ambulance,KA04M6459,Patient Transport,2024-01-08T13:49:25+05:30,77.59171,12.916138,YES
Ambulance,KA50H3225,Patient Transport,2024-01-08T13:50:17+05:30,77.448592,12.83157,YES
Ambulance,KA05R6184,BLS,2024-01-08T13:53:46+05:30,77.557678,12.922799,YES
Ambulance,KA40A5474,Patient Transport,2024-01-08T13:58:12+05:30,77.678895,12.974977,YES
Ambulance,KA50K3022,ALS,2024-01-08T13:58:48+05:30,77.602617,13.028241,YES
Ambulance,KA05D6805,ALS,2024-01-08T13:59:42+05:30,77.677296,12.835221,YES
Ambulance,KA51T6207,Patient Transport,2024-01-08T14:00:16+05:30,77.57049,13.002972,NO
Ambulance,KA03D9708,BLS,2024-01-08T14:03:53+05:30,77.622506,12.933091,YES
Ambulance,KA51M1237,ALS,2024-01-08T14:06:56+05:30,77.747715,12.963256,YES
Ambulance,KA51T6207,Patient Transport,2024-01-08T14:09:42+05:30,77.611537,12.92533,YES
Ambulance,KA03U2497,BLS,2024-01-08T14:10:18+05:30,77.747458,12.875872,YES
Ambulance,KA05R6184,BLS,2024-01-08T14:16:18+05:30,77.641513,12.934804,YES
Ambulance,KA50H3225,Patient Transport,2024-01-08T14:16:41+05:30,77.544202,12.921887,YES
Ambulance,KA50G5585,ALS,2024-01-08T14:21:12+05:30,77.760817,12.954308,YES
Ambulance,KA04M6459,Patient Transport,2024-01-08T14:26:39+05:30,77.477098,13.128952,YES
Ambulance,KA50J5854,Patient Transport,2024-01-08T14:28:06+05:30,77.683285,12.844241,YES
Ambulance,KA01X9341,BLS,2024-01-08T14:29:44+05:30,77.612765,12.947812,YES
Ambulance,KA03U2278,BLS,2024-01-08T14:29:51+05:30,77.638748,12.917144,YES
Ambulance,KA05R6184,BLS,2024-01-08T14:34:54+05:30,77.608759,12.912763,YES
Ambulance,KA51P3128,ALS,2024-01-08T14:39:12+05:30,77.614604,12.917768,NO
Ambulance,KA01M6465,BLS,2024-01-08T14:40:07+05:30,77.623669,12.935792,YES
Ambulance,KA03W1469,Patient Transport,2024-01-08T14:44:55+05:30,77.473515,12.892214,YES
Ambulance,KA41P6997,ALS,2024-01-08T14:46:46+05:30,77.688316,13.02954,YES
Ambulance,KA05F1958,BLS,2024-01-08T14:53:24+05:30,77.62712,12.942639,YES
Ambulance,KA51H1989,Patient Transport,2024-01-08T14:58:02+05:30,77.667901,12.844469,YES
Ambulance,KA40A5474,Patient Transport,2024-01-08T14:58:06+05:30,77.609376,12.92039,YES
Ambulance,KA05F1958,BLS,2024-01-08T15:01:09+05:30,77.552608,12.921129,YES
Ambulance,KA01H3141,ALS,2024-01-08T15:06:54+05:30,77.663105,12.983532,NO
Ambulance,KA02N5926,BLS,2024-01-08T15:18:20+05:30,77.544455,13.044789,YES
Ambulance,KA04T7543,ALS,2024-01-08T15:19:02+05:30,77.691921,12.951937,YES
Ambulance,KA05F1958,BLS,2024-01-08T15:20:10+05:30,77.598498,12.937528,YES
Ambulance,KA03S4981,ALS,2024-01-08T15:23:56+05:30,77.621633,12.98217,YES
Ambulance,KA50K3022,ALS,2024-01-08T15:24:53+05:30,77.542419,13.033662,YES
Ambulance,KA40K4489,Patient Transport,2024-01-08T15:25:07+05:30,77.68753,12.851272,YES
Ambulance,KA05F1958,BLS,2024-01-08T15:27:40+05:30,77.70194,12.963018,YES
Ambulance,KA50K3022,ALS,2024-01-08T15:28:00+05:30,77.643328,12.986331,YES
Ambulance,KA01S3086,Patient Transport,2024-01-08T15:29:17+05:30,77.743454,12.96443,YES
Ambulance,KA03D9708,BLS,2024-01-08T15:32:03+05:30,77.621493,13.028889,YES
Ambulance,KA51P3128,ALS,2024-01-08T15:32:21+05:30,77.546195,12.94786,NO
Ambulance,KA01K2904,Patient Transport,2024-01-08T15:33:21+05:30,77.620122,12.939393,YES
Ambulance,KA01H3141,ALS,2024-01-08T15:34:52+05:30,77.674884,12.848264,YES
Ambulance,KA40K4489,Patient Transport,2024-01-08T15:34:53+05:30,77.664765,12.842113,YES
Ambulance,KA40K4489,Patient Transport,2024-01-08T15:36:11+05:30,77.638403,12.974888,YES
Ambulance,KA51M1237,ALS,2024-01-08T15:41:15+05:30,77.682279,12.857398,YES
Ambulance,KA03D9708,BLS,2024-01-08T15:42:55+05:30,77.638128,13.18293,YES
Ambulance,KA01S3086,Patient Transport,2024-01-08T15:45:25+05:30,77.572822,12.938551,YES
Ambulance,KA04D1727,BLS,2024-01-08T15:46:52+05:30,77.618804,12.904627,YES
Ambulance,KA01M6465,BLS,2024-01-08T15:48:32+05:30,77.415087,13.163247,YES
Ambulance,KA03W1469,Patient Transport,2024-01-08T15:49:14+05:30,77.656211,12.917618,NO
Ambulance,KA03U2497,BLS,2024-01-08T15:55:42+05:30,77.622194,12.954883,YES
Ambulance,KA03S4981,ALS,2024-01-08T16:00:34+05:30,77.741877,12.946759,YES
Ambulance,KA05R6184,BLS,2024-01-08T16:01:59+05:30,77.618939,12.921239,YES
Ambulance,KA02D9278,ALS,2024-01-08T16:08:25+05:30,77.650322,12.914515,YES
Ambulance,KA41Y7419,Patient Transport,2024-01-08T16:14:30+05:30,77.744615,13.141383,YES
Ambulance,KA51M1237,ALS,2024-01-08T16:16:05+05:30,77.61287,12.932131,YES
Ambulance,KA05R6184,BLS,2024-01-08T16:19:04+05:30,77.757659,12.980157,YES
Ambulance,KA41T8500,Patient Transport,2024-01-08T16:23:48+05:30,77.641428,12.905366,YES
Ambulance,KA02E1063,Patient Transport,2024-01-08T16:24:00+05:30,77.43775,13.133335,YES
Ambulance,KA03W1469,Patient Transport,2024-01-08T16:26:00+05:30,77.762767,12.965471,YES
Ambulance,KA01S3086,Patient Transport,2024-01-08T16:29:50+05:30,77.694328,12.968514,YES
Ambulance,KA01H3141,ALS,2024-01-08T16:30:17+05:30,77.603879,12.923978,YES
Ambulance,KA40K4489,Patient Transport,2024-01-08T16:31:56+05:30,77.563627,12.987656,YES
Ambulance,KA05F1958,BLS,2024-01-08T16:36:25+05:30,77.527219,13.182759,YES
Ambulance,KA51T6207,Patient Transport,2024-01-08T16:36:55+05:30,77.643472,12.902264,NO
Ambulance,KA03U2497,BLS,2024-01-08T16:38:57+05:30,77.745269,12.962562,NO
Ambulance,KA02E1063,Patient Transport,2024-01-08T16:40:27+05:30,77.578556,13.144461,YES
Ambulance,KA03U2278,BLS,2024-01-08T16:40:48+05:30,77.615171,12.939925,YES
Ambulance,KA50K3022,ALS,2024-01-08T16:42:24+05:30,77.602732,12.934985,YES
Ambulance,KA03H4273,ALS,2024-01-08T16:44:12+05:30,77.614742,13.023967,YES
Ambulance,KA05R7687,Patient Transport,2024-01-08T16:44:22+05:30,77.583198,13.030255,YES
Ambulance,KA03D9708,BLS,2024-01-08T16:46:14+05:30,77.702973,12.953905,NO
Ambulance,KA05R6184,BLS,2024-01-08T16:46:28+05:30,77.658997,12.90408,NO
Ambulance,KA04T7543,ALS,2024-01-08T16:47:12+05:30,77.54481,13.087338,NO
Ambulance,KA03U2278,BLS,2024-01-08T16:48:33+05:30,77.689458,12.834229,YES
Ambulance,KA02D9278,ALS,2024-01-08T16:57:56+05:30,77.782825,13.194823,YES
Ambulance,KA01X9341,BLS,2024-01-08T16:58:23+05:30,77.746924,12.945505,YES
Ambulance,KA51M1237,ALS,2024-01-08T17:04:50+05:30,77.619976,12.914467,YES
Ambulance,KA03U2278,BLS,2024-01-08T17:07:04+05:30,77.689553,12.813069,YES
Ambulance,KA50H1620,Patient Transport,2024-01-08T17:07:20+05:30,77.566418,13.008954,NO
Ambulance,KA03U2497,BLS,2024-01-08T17:08:08+05:30,77.611568,12.811294,YES
Ambulance,KA41P6997,ALS,2024-01-08T17:09:43+05:30,77.548326,12.93021,YES
Ambulance,KA51Y4340,BLS,2024-01-08T17:10:11+05:30,77.738736,12.968559,YES
Ambulance,KA40K4489,Patient Transport,2024-01-08T17:10:54+05:30,77.706696,12.96897,NO
Ambulance,KA03S4981,ALS,2024-01-08T17:13:43+05:30,77.573701,12.923163,YES
Ambulance,KA51Y4340,BLS,2024-01-08T17:13:57+05:30,77.609038,12.933798,NO
Ambulance,KA02N5926,BLS,2024-01-08T17:15:00+05:30,77.749393,12.962852,YES
Ambulance,KA51M1237,ALS,2024-01-08T17:16:54+05:30,77.566234,13.11025,YES
Ambulance,KA03D9708,BLS,2024-01-08T17:18:37+05:30,77.54115,12.928909,NO
Ambulance,KA03F6773,ALS,2024-01-08T17:19:32+05:30,77.548327,12.921114,YES
Ambulance,KA50J5854,Patient Transport,2024-01-08T17:20:50+05:30,77.588841,12.916725,NO
Ambulance,KA40K4489,Patient Transport,2024-01-08T17:22:34+05:30,77.6509,12.89354,NO
Ambulance,KA50G5585,ALS,2024-01-08T17:22:59+05:30,77.56996,12.991175,YES
Ambulance,KA01S3086,Patient Transport,2024-01-08T17:23:26+05:30,77.586288,12.934096,YES
Ambulance,KA03W1469,Patient Transport,2024-01-08T17:25:52+05:30,77.527334,12.987153,YES
Ambulance,KA50J5854,Patient Transport,2024-01-08T17:32:54+05:30,77.615738,13.144427,YES
Ambulance,KA40H1271,BLS,2024-01-08T17:33:55+05:30,77.53712,13.025951,YES
Ambulance,KA40A5474,Patient Transport,2024-01-08T17:35:04+05:30,77.768693,12.954142,YES
Ambulance,KA05D6805,ALS,2024-01-08T17:35:26+05:30,77.626974,12.852037,YES
Ambulance,KA51F5066,BLS,2024-01-08T17:42:11+05:30,77.643765,12.977266,YES
Ambulance,KA01K2904,Patient Transport,2024-01-08T17:43:26+05:30,77.750199,13.148233,YES
Ambulance,KA51X5676,Patient Transport,2024-01-08T17:49:05+05:30,77.669954,12.837751,YES
Ambulance,KA50J5854,Patient Transport,2024-01-08T17:50:27+05:30,77.64225,12.943636,YES
Ambulance,KA05A7023,ALS,2024-01-08T17:50:51+05:30,77.737517,12.970909,YES
Ambulance,KA02N5926,BLS,2024-01-08T17:54:08+05:30,77.539684,13.035083,YES
Ambulance,KA04D1727,BLS,2024-01-08T17:56:33+05:30,77.545639,13.014726,YES
Ambulance,KA51Y4340,BLS,2024-01-08T17:59:48+05:30,77.764707,12.832234,YES
Ambulance,KA05R7687,Patient Transport,2024-01-08T18:01:17+05:30,77.672486,12.835001,YES
Ambulance,KA40V2034,BLS,2024-01-08T18:01:26+05:30,77.683321,12.831582,YES
Ambulance,KA40V2034,BLS,2024-01-08T18:02:55+05:30,77.628616,12.92689,YES
Ambulance,KA51X5676,Patient Transport,2024-01-08T18:04:39+05:30,77.555201,12.917126,YES
Ambulance,KA03H4273,ALS,2024-01-08T18:05:39+05:30,77.597618,13.053583,NO
Ambulance,KA03H4273,ALS,2024-01-08T18:06:15+05:30,77.763508,13.179753,YES
Ambulance,KA03A1692,Patient Transport,2024-01-08T18:07:20+05:30,77.684686,12.846027,YES
Ambulance,KA51Y5446,ALS,2024-01-08T18:09:28+05:30,77.698484,13.102669,YES
Ambulance,KA03P8868,Patient Transport,2024-01-08T18:11:51+05:30,77.546009,13.027863,YES
Ambulance,KA03U2497,BLS,2024-01-08T18:18:52+05:30,77.646444,12.907751,YES
Ambulance,KA01X9341,BLS,2024-01-08T18:25:23+05:30,77.604632,12.936503,NO
Ambulance,KA03H4273,ALS,2024-01-08T18:26:22+05:30,77.595205,13.197864,YES
Ambulance,KA03D9708,BLS,2024-01-08T18:28:54+05:30,77.650186,12.968684,YES
Ambulance,KA50K3022,ALS,2024-01-08T18:31:14+05:30,77.52931,12.921879,YES
Ambulance,KA40S3812,BLS,2024-01-08T18:32:39+05:30,77.584022,13.023651,YES
Ambulance,KA40S3812,BLS,2024-01-08T18:33:43+05:30,77.719527,13.194361,YES
Ambulance,KA51T6207,Patient Transport,2024-01-08T18:34:36+05:30,77.537925,12.921315,YES
Ambulance,KA05R7687,Patient Transport,2024-01-08T18:35:11+05:30,77.761913,12.860472,YES
Ambulance,KA03S4981,ALS,2024-01-08T18:38:25+05:30,77.684948,12.826217,NO
Ambulance,KA03H4273,ALS,2024-01-08T18:38:53+05:30,77.766235,12.964224,YES
Ambulance,KA01S3086,Patient Transport,2024-01-08T18:40:37+05:30,77.601989,12.93328,YES
Ambulance,KA41Y7419,Patient Transport,2024-01-08T18:41:31+05:30,77.580549,13.043747,YES
Ambulance,KA50H3225,Patient Transport,2024-01-08T18:45:24+05:30,77.769356,12.953144,NO
Ambulance,KA01S3086,Patient Transport,2024-01-08T18:51:05+05:30,77.677849,12.832522,YES
Ambulance,KA03H4273,ALS,2024-01-08T18:51:40+05:30,77.648791,12.90817,YES
Ambulance,KA05R6184,BLS,2024-01-08T18:53:28+05:30,77.695853,12.949201,YES
Ambulance,KA41T8500,Patient Transport,2024-01-08T19:01:08+05:30,77.406768,12.897283,YES
Ambulance,KA51H1989,Patient Transport,2024-01-08T19:02:18+05:30,77.701043,13.029025,YES
Ambulance,KA50K3022,ALS,2024-01-08T19:03:08+05:30,77.700579,13.130854,YES
Ambulance,KA01H3141,ALS,2024-01-08T19:03:57+05:30,77.680298,12.959248,YES
Ambulance,KA50H3225,Patient Transport,2024-01-08T19:09:15+05:30,77.671114,12.83252,NO
Ambulance,KA50H1620,Patient Transport,2024-01-08T19:10:58+05:30,77.629533,12.91508,YES
Ambulance,KA04M6459,Patient Transport,2024-01-08T19:11:45+05:30,77.761774,12.988184,YES
Ambulance,KA03W1469,Patient Transport,2024-01-08T19:11:48+05:30,77.656065,12.908573,YES
Ambulance,KA51F5066,BLS,2024-01-08T19:12:15+05:30,77.697096,13.027161,YES
Ambulance,KA04M6459,Patient Transport,2024-01-08T19:12:52+05:30,77.712664,12.956053,NO
Ambulance,KA40A5474,Patient Transport,2024-01-08T19:12:53+05:30,77.746411,12.962452,YES
Ambulance,KA51H1989,Patient Transport,2024-01-08T19:12:55+05:30,77.525459,12.821434,YES
Ambulance,KA01X9341,BLS,2024-01-08T19:16:21+05:30,77.656192,12.916992,YES
Ambulance,KA02E1063,Patient Transport,2024-01-08T19:16:38+05:30,77.5926,12.92472,YES
Ambulance,KA05R6184,BLS,2024-01-08T19:18:38+05:30,77.591781,12.902352,YES
Ambulance,KA01H3141,ALS,2024-01-08T19:19:29+05:30,77.663567,13.164534,YES
Ambulance,KA41X8497,ALS,2024-01-08T19:23:30+05:30,77.539352,12.870042,YES
Ambulance,KA50G5585,ALS,2024-01-08T19:31:16+05:30,77.619546,13.18303,YES
Ambulance,KA05F1958,BLS,2024-01-08T19:32:58+05:30,77.661529,12.848614,YES
Ambulance,KA51H1989,Patient Transport,2024-01-08T19:34:05+05:30,77.58519,13.034833,YES
Ambulance,KA03P8868,Patient Transport,2024-01-08T19:38:26+05:30,77.400094,13.007518,YES
Ambulance,KA50G5585,ALS,2024-01-08T19:44:28+05:30,77.654633,12.980037,YES
Ambulance,KA51T6207,Patient Transport,2024-01-08T19:46:07+05:30,77.428421,13.001737,YES
Ambulance,KA51H1989,Patient Transport,2024-01-08T19:46:52+05:30,77.614865,12.867702,YES
Ambulance,KA40H1271,BLS,2024-01-08T19:48:07+05:30,77.769509,12.971602,YES
Ambulance,KA51M1237,ALS,2024-01-08T19:48:45+05:30,77.603244,12.913182,YES
Ambulance,KA41P6997,ALS,2024-01-08T19:53:03+05:30,77.742637,12.970314,NO
Ambulance,KA04D3606,BLS,2024-01-08T19:54:08+05:30,77.633948,12.967181,NO
Ambulance,KA50H1620,Patient Transport,2024-01-08T19:56:49+05:30,77.669018,13.170214,NO
Ambulance,KA02N5926,BLS,2024-01-08T19:57:45+05:30,77.662576,12.914377,YES
Ambulance,KA41T8500,Patient Transport,2024-01-08T20:01:09+05:30,77.747428,12.964069,NO
Ambulance,KA41T8500,Patient Transport,2024-01-08T20:03:21+05:30,77.764741,12.803004,YES
Ambulance,KA40S3812,BLS,2024-01-08T20:03:34+05:30,77.673075,12.822841,YES
Ambulance,KA40H1271,BLS,2024-01-08T20:03:47+05:30,77.670747,12.842481,YES
Ambulance,KA51M1237,ALS,2024-01-08T20:11:18+05:30,77.585303,12.858957,YES
Ambulance,KA51Y5446,ALS,2024-01-08T20:11:20+05:30,77.629675,12.993041,YES
Ambulance,KA51P3128,ALS,2024-01-08T20:12:56+05:30,77.677245,12.813102,YES
Ambulance,KA40S3812,BLS,2024-01-08T20:17:16+05:30,77.693562,12.951115,NO
Ambulance,KA40S3812,BLS,2024-01-08T20:21:33+05:30,77.541517,12.842104,YES
Ambulance,KA03D9708,BLS,2024-01-08T20:23:39+05:30,77.64408,12.909004,YES
Ambulance,KA04M6459,Patient Transport,2024-01-08T20:26:24+05:30,77.6338,12.937164,YES
Ambulance,KA41Y7419,Patient Transport,2024-01-08T20:28:09+05:30,77.592894,13.035177,YES
Ambulance,KA50H3225,Patient Transport,2024-01-08T20:28:28+05:30,77.599246,12.907144,YES
Ambulance,KA04D1727,BLS,2024-01-08T20:33:09+05:30,77.617337,12.931841,YES
Ambulance,KA03D9708,BLS,2024-01-08T20:34:37+05:30,77.612621,12.91543,YES
Ambulance,KA50G5585,ALS,2024-01-08T20:39:35+05:30,77.557861,13.175599,YES
Ambulance,KA51M1237,ALS,2024-01-08T20:39:52+05:30,77.553859,13.023076,YES
Ambulance,KA40A5474,Patient Transport,2024-01-08T20:43:22+05:30,77.485329,13.093324,YES
Ambulance,KA05R7687,Patient Transport,2024-01-08T20:43:35+05:30,77.719694,13.078872,YES
Ambulance,KA03U2278,BLS,2024-01-08T20:47:08+05:30,77.587433,13.036289,NO
Ambulance,KA40V2034,BLS,2024-01-08T20:48:49+05:30,77.625754,12.89988,YES
Ambulance,KA02N5926,BLS,2024-01-08T20:50:02+05:30,77.623888,12.973499,YES
Ambulance,KA40V2034,BLS,2024-01-08T20:50:09+05:30,77.604924,12.823083,YES
Ambulance,KA01X9341,BLS,2024-01-08T20:53:26+05:30,77.64529,12.902527,YES
Ambulance,KA03U2278,BLS,2024-01-08T20:54:33+05:30,77.629377,12.931602,YES
Ambulance,KA03S4981,ALS,2024-01-08T21:03:53+05:30,77.536707,13.018,NO
Ambulance,KA51H1989,Patient Transport,2024-01-08T21:05:28+05:30,77.558475,13.028638,YES
Ambulance,KA51P3128,ALS,2024-01-08T21:06:37+05:30,77.419239,12.915785,YES
Ambulance,KA03W1469,Patient Transport,2024-01-08T21:14:30+05:30,77.58851,13.047601,YES
Ambulance,KA01X9341,BLS,2024-01-08T21:19:00+05:30,77.597427,13.047263,YES
Ambulance,KA51X5676,Patient Transport,2024-01-08T21:25:26+05:30,77.605963,13.03324,YES
Ambulance,KA03F6773,ALS,2024-01-08T21:25:32+05:30,77.68736,12.962169,YES
Ambulance,KA51P3128,ALS,2024-01-08T21:27:57+05:30,77.659991,12.931743,YES
Ambulance,KA51H1989,Patient Transport,2024-01-08T21:32:17+05:30,77.622522,12.929979,YES
Ambulance,KA05R6184,BLS,2024-01-08T21:34:37+05:30,77.615877,12.931776,YES
Ambulance,KA03A1692,Patient Transport,2024-01-08T21:36:35+05:30,77.617684,12.919558,YES
Ambulance,KA51Y4340,BLS,2024-01-08T21:36:36+05:30,77.655302,12.904137,YES
Ambulance,KA40V2034,BLS,2024-01-08T21:37:23+05:30,77.68977,12.85348,YES
Ambulance,KA02N5926,BLS,2024-01-08T21:42:21+05:30,77.547109,12.904257,YES
Ambulance,KA03D9708,BLS,2024-01-08T21:43:58+05:30,77.597967,13.03755,YES
Ambulance,KA02N5926,BLS,2024-01-08T21:44:05+05:30,77.620228,12.927851,YES
Ambulance,KA51P3128,ALS,2024-01-08T21:51:22+05:30,77.611913,12.925529,YES
Ambulance,KA51F5066,BLS,2024-01-08T21:54:47+05:30,77.601572,12.915489,NO
Ambulance,KA05U3892,BLS,2024-01-08T21:55:33+05:30,77.696084,12.96969,NO
Ambulance,KA41Y7419,Patient Transport,2024-01-08T22:01:40+05:30,77.762131,12.969938,NO
Ambulance,KA40H1271,BLS,2024-01-08T22:05:49+05:30,77.616145,12.947167,YES
Ambulance,KA03U2278,BLS,2024-01-08T22:12:24+05:30,77.5719,13.030213,YES
Ambulance,KA03F6773,ALS,2024-01-08T22:13:14+05:30,77.644165,13.088939,YES
Ambulance,KA41T8500,Patient Transport,2024-01-08T22:26:39+05:30,77.522129,12.993378,YES
Ambulance,KA51Y4340,BLS,2024-01-08T22:26:58+05:30,77.57943,13.007515,YES
Ambulance,KA41X8497,ALS,2024-01-08T22:36:14+05:30,77.554652,12.989614,YES
Ambulance,KA41Y7419,Patient Transport,2024-01-08T22:43:57+05:30,77.747965,13.099059,YES
Ambulance,KA50H3225,Patient Transport,2024-01-08T22:46:13+05:30,77.609544,13.02912,YES
Ambulance,KA50G5585,ALS,2024-01-08T22:49:46+05:30,77.676657,12.977957,YES
Ambulance,KA01M6465,BLS,2024-01-08T22:50:47+05:30,77.750202,12.96862,YES
Ambulance,KA02D9278,ALS,2024-01-08T22:53:37+05:30,77.695554,12.961762,YES
Ambulance,KA03A1692,Patient Transport,2024-01-08T22:59:30+05:30,77.689829,13.013499,YES
Ambulance,KA04M6459,Patient Transport,2024-01-08T23:02:33+05:30,77.612014,12.922645,YES
Ambulance,KA41T8500,Patient Transport,2024-01-08T23:03:54+05:30,77.643312,12.98686,YES
Ambulance,KA01M6465,BLS,2024-01-08T23:04:06+05:30,77.676724,13.103442,YES
Ambulance,KA01X9341,BLS,2024-01-08T23:12:47+05:30,77.655627,12.915212,YES
Ambulance,KA05F1958,BLS,2024-01-08T23:27:25+05:30,77.656518,12.851348,YES
Ambulance,KA05D6805,ALS,2024-01-08T23:30:51+05:30,77.617526,12.934918,YES
Ambulance,KA51Y5446,ALS,2024-01-08T23:38:52+05:30,77.748677,12.977652,YES
Ambulance,KA01H3141,ALS,2024-01-08T23:39:10+05:30,77.450139,12.803746,NO
Ambulance,KA02E1063,Patient Transport,2024-01-08T23:49:10+05:30,77.655865,12.971845,YES
Ambulance,KA01X9341,BLS,2024-01-08T23:53:55+05:30,77.612477,12.935385,NO
Ambulance,KA03U2497,BLS,2024-01-08T23:56:16+05:30,77.72654,13.028518,YES
Ambulance,KA40H1271,BLS,2024-01-08T23:58:49+05:30,77.55107,13.034148,YES
Ambulance,KA40S3812,BLS,2024-01-09T00:05:29+05:30,77.535287,12.924624,YES
Ambulance,KA05D6805,ALS,2024-01-09T00:06:24+05:30,77.747919,12.968713,YES
Ambulance,KA02N5926,BLS,2024-01-09T00:08:45+05:30,77.55508,13.005994,YES
Ambulance,KA50G5585,ALS,2024-01-09T00:09:18+05:30,77.639446,12.96861,YES
Ambulance,KA51Y5446,ALS,2024-01-09T00:19:24+05:30,77.641365,12.966288,NO
Ambulance,KA41X8497,ALS,2024-01-09T00:23:50+05:30,77.6518,12.908464,YES
Ambulance,KA50H3225,Patient Transport,2024-01-09T00:32:35+05:30,77.622607,12.958756,YES
Ambulance,KA50J5854,Patient Transport,2024-01-09T00:33:09+05:30,77.676632,12.843197,YES
Ambulance,KA50H3225,Patient Transport,2024-01-09T00:34:31+05:30,77.64614,12.981173,YES
Ambulance,KA40K4489,Patient Transport,2024-01-09T00:35:45+05:30,77.752156,12.966989,YES
Ambulance,KA50G5585,ALS,2024-01-09T00:48:38+05:30,77.610859,13.10358,NO
Ambulance,KA02N5926,BLS,2024-01-09T01:00:34+05:30,77.543771,12.940142,YES
Ambulance,KA05F1958,BLS,2024-01-09T01:04:05+05:30,77.796962,12.955583,YES
Ambulance,KA51Y4340,BLS,2024-01-09T01:06:52+05:30,77.747896,12.984014,NO
Ambulance,KA01M6465,BLS,2024-01-09T01:20:23+05:30,77.531597,13.023718,YES
Ambulance,KA51F5066,BLS,2024-01-09T01:32:10+05:30,77.612819,13.162046,YES
Ambulance,KA05R6184,BLS,2024-01-09T01:36:44+05:30,77.632211,12.976387,YES
Ambulance,KA40H1271,BLS,2024-01-09T01:37:28+05:30,77.610508,12.922323,YES
Ambulance,KA40T2179,ALS,2024-01-09T01:41:20+05:30,77.754247,12.968152,YES
Ambulance,KA05U3892,BLS,2024-01-09T01:50:35+05:30,77.667461,12.822269,NO
Ambulance,KA04T7543,ALS,2024-01-09T01:57:11+05:30,77.663683,12.865845,YES
Ambulance,KA04D3606,BLS,2024-01-09T02:19:13+05:30,77.62617,12.949015,YES
Ambulance,KA04M6459,Patient Transport,2024-01-09T02:36:56+05:30,77.414737,13.148553,YES
Ambulance,KA51H1989,Patient Transport,2024-01-09T02:41:01+05:30,77.645226,12.941809,YES
Ambulance,KA02D9278,ALS,2024-01-09T02:54:13+05:30,77.611408,12.940484,YES
Ambulance,KA50G5585,ALS,2024-01-09T02:57:09+05:30,77.630422,12.936247,YES
Ambulance,KA03D9708,BLS,2024-01-09T03:27:32+05:30,77.627158,13.050322,YES
Ambulance,KA40V2034,BLS,2024-01-09T03:30:10+05:30,77.553574,13.000689,NO
Ambulance,KA04D3606,BLS,2024-01-09T04:03:16+05:30,77.448023,13.04615,NO
Ambulance,KA03D9708,BLS,2024-01-09T04:12:37+05:30,77.687971,12.96972,YES
Ambulance,KA01H3141,ALS,2024-01-09T04:16:34+05:30,77.640152,12.984942,YES
Ambulance,KA51P3128,ALS,2024-01-09T04:17:35+05:30,77.56395,13.006958,YES
Ambulance,KA03U2278,BLS,2024-01-09T04:20:45+05:30,77.759751,13.092395,YES
Ambulance,KA02N5926,BLS,2024-01-09T04:23:10+05:30,77.626965,12.932004,YES
Ambulance,KA41Y7419,Patient Transport,2024-01-09T04:44:42+05:30,77.576078,12.997367,YES
Ambulance,KA51M1237,ALS,2024-01-09T05:02:26+05:30,77.568967,13.028997,YES
Ambulance,KA41P6997,ALS,2024-01-09T05:03:13+05:30,77.547302,12.922548,YES
Ambulance,KA02E1063,Patient Transport,2024-01-09T05:07:54+05:30,77.436675,12.846289,NO
Ambulance,KA01X9341,BLS,2024-01-09T05:10:57+05:30,77.656707,12.971637,YES
Ambulance,KA03F6773,ALS,2024-01-09T05:30:58+05:30,77.669491,12.853208,YES
Ambulance,KA51T6207,Patient Transport,2024-01-09T05:31:08+05:30,77.452165,12.908135,YES
Ambulance,KA51Y5446,ALS,2024-01-09T05:42:48+05:30,77.520757,13.020521,YES
Ambulance,KA05D6805,ALS,2024-01-09T05:51:00+05:30,77.584926,12.942769,YES
Ambulance,KA03P8868,Patient Transport,2024-01-09T05:51:26+05:30,77.692945,12.9473,NO
Ambulance,KA04T7543,ALS,2024-01-09T05:55:27+05:30,77.755312,12.986311,YES
Ambulance,KA05R7687,Patient Transport,2024-01-09T06:00:39+05:30,77.41645,12.99337,YES
Ambulance,KA05R7687,Patient Transport,2024-01-09T06:02:10+05:30,77.690166,12.959223,NO
Ambulance,KA03P8868,Patient Transport,2024-01-09T06:10:25+05:30,77.401031,12.947319,YES
Ambulance,KA50J5854,Patient Transport,2024-01-09T06:14:19+05:30,77.54228,12.93609,YES
Ambulance,KA40H1271,BLS,2024-01-09T06:20:52+05:30,77.574943,12.926463,YES
